级别	日期和时间	来源	事件 ID	任务类别
信息	2013/7/20 4:59:51	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2846071 更改为 已安装 状态。
信息	2013/7/20 4:59:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2846071 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:59:28	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2813347)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2813347-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:59:28	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2813347) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2813347-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:59:25	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2813347 更改为 已安装 状态。
信息	2013/7/20 4:59:10	Microsoft-Windows-Servicing	1	无	启动程序包 KB2813347 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:59:05	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2845690)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2845690-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:59:05	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2845690) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2845690-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:59:05	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2845690 更改为 已安装 状态。
信息	2013/7/20 4:59:01	Microsoft-Windows-Servicing	1	无	启动程序包 KB2845690 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:58:58	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2839894)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2839894-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:58:58	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2839894) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2839894-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:58:58	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2839894 更改为 已安装 状态。
信息	2013/7/20 4:58:54	Microsoft-Windows-Servicing	1	无	启动程序包 KB2839894 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:58:52	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2813430)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2813430-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:58:52	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2813430) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2813430-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:58:51	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2813430 更改为 已安装 状态。
信息	2013/7/20 4:58:34	Microsoft-Windows-Servicing	1	无	启动程序包 KB2813430 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:58:29	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2830290)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2830290-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:58:29	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2830290) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2830290-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:58:29	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2830290 更改为 已安装 状态。
信息	2013/7/20 4:58:26	Microsoft-Windows-Servicing	1	无	启动程序包 KB2830290 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:58:24	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2820197)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2820197-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:58:24	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2820197) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2820197-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:58:24	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2820197 更改为 已安装 状态。
信息	2013/7/20 4:58:21	Microsoft-Windows-Servicing	1	无	启动程序包 KB2820197 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:58:19	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2804579)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2804579-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:58:19	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2804579) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2804579-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:58:18	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2804579 更改为 已安装 状态。
信息	2013/7/20 4:58:13	Microsoft-Windows-Servicing	1	无	启动程序包 KB2804579 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:56:37	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2840149)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2840149-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:56:37	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2840149) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2840149-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:56:37	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2840149 更改为 已安装 状态。
信息	2013/7/20 4:56:33	Microsoft-Windows-Servicing	1	无	启动程序包 KB2840149 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2790113 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2789645 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2785220 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2757638 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2756921 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2742599 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2736422 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2753842 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2770660 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2758857 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2729452 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2727528 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2705219 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2743555 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2712808 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2719985 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2698365 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2691442 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2655992 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2667402 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2685939 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2718704 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2604115 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2690533 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2676562 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2653956 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2621440 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2654428 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2644615 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2632503 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2631813 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2585542 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2584146 成功更改为 已安装 状态。
信息	2013/7/20 4:39:12	Microsoft-Windows-Servicing	2	无	已将程序包 KB2656356 成功更改为 已安装 状态。
信息	2013/7/20 4:39:11	Microsoft-Windows-Servicing	2	无	已将程序包 KB2620712 成功更改为 已安装 状态。
错误	2013/7/20 4:37:23	Microsoft-Windows-WUSA	3	无	"无法安装 Windows 更新 ""Windows 安全更新程序 (KB2807986)""，因为发生错误: 2147944126“远程过程调用失败。”(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2807986-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:37:12	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2790113)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2790113-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:37:11	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2790113) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2790113-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:37:10	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2790113 更改为 已安装 状态。
信息	2013/7/20 4:36:34	Microsoft-Windows-Servicing	1	无	启动程序包 KB2790113 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:36:20	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2789645)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2789645-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:36:19	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2789645) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2789645-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:36:13	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2789645 更改为 已安装 状态。
信息	2013/7/20 4:35:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2789645 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:35:15	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2785220)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2785220-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:35:15	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2785220) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2785220-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:35:12	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2785220 更改为 已安装 状态。
信息	2013/7/20 4:34:46	Microsoft-Windows-Servicing	1	无	启动程序包 KB2785220 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:34:26	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2757638)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2757638-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:34:26	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2757638) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2757638-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:34:25	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2757638 更改为 已安装 状态。
信息	2013/7/20 4:34:09	Microsoft-Windows-Servicing	1	无	启动程序包 KB2757638 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:33:41	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2756921)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2756921-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:33:40	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2756921) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2756921-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:33:38	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2756921 更改为 已安装 状态。
信息	2013/7/20 4:32:51	Microsoft-Windows-Servicing	1	无	启动程序包 KB2756921 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:31:06	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2742599)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2742599-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:31:04	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2742599) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2742599-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:30:58	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2742599 更改为 已安装 状态。
信息	2013/7/20 4:30:11	Microsoft-Windows-Servicing	1	无	启动程序包 KB2742599 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:29:56	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2736422)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2736422-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:29:56	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2736422) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2736422-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:29:56	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2736422 更改为 已安装 状态。
信息	2013/7/20 4:29:39	Microsoft-Windows-Servicing	1	无	启动程序包 KB2736422 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:27:54	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2753842)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2753842-v2-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:27:54	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2753842) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2753842-v2-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:27:53	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2753842 更改为 已安装 状态。
信息	2013/7/20 4:27:36	Microsoft-Windows-Servicing	1	无	启动程序包 KB2753842 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:27:01	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2770660)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2770660-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:27:01	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2770660) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2770660-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:27:00	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2770660 更改为 已安装 状态。
信息	2013/7/20 4:26:47	Microsoft-Windows-Servicing	1	无	启动程序包 KB2770660 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:26:39	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2758857)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2758857-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:26:39	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2758857) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2758857-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:26:36	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2758857 更改为 已安装 状态。
信息	2013/7/20 4:26:00	Microsoft-Windows-Servicing	1	无	启动程序包 KB2758857 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:25:38	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2729452)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2729452-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:25:38	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2729452) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2729452-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:25:37	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2729452 更改为 已安装 状态。
信息	2013/7/20 4:25:11	Microsoft-Windows-Servicing	1	无	启动程序包 KB2729452 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:24:55	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2727528)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2727528-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:24:55	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2727528) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2727528-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:24:54	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2727528 更改为 已安装 状态。
信息	2013/7/20 4:24:42	Microsoft-Windows-Servicing	1	无	启动程序包 KB2727528 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:24:32	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2705219)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2705219-v2-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:24:31	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2705219) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2705219-v2-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:24:31	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2705219 更改为 已安装 状态。
信息	2013/7/20 4:24:15	Microsoft-Windows-Servicing	1	无	启动程序包 KB2705219 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:24:06	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2743555)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2743555-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:24:06	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2743555) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2743555-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:24:06	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2743555 更改为 已安装 状态。
信息	2013/7/20 4:23:52	Microsoft-Windows-Servicing	1	无	启动程序包 KB2743555 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:23:44	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2712808)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2712808-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:23:44	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2712808) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2712808-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:23:43	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2712808 更改为 已安装 状态。
信息	2013/7/20 4:23:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2712808 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:23:15	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2719985)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2719985-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:23:15	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2719985) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2719985-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:23:15	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2719985 更改为 已安装 状态。
信息	2013/7/20 4:23:02	Microsoft-Windows-Servicing	1	无	启动程序包 KB2719985 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/20 4:22:52	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2698365)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2698365-x86.msu"" /quiet /norestart”)"
警告	2013/7/20 4:22:52	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2698365) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2698365-x86.msu"" /quiet /norestart”)"
信息	2013/7/20 4:22:52	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2698365 更改为 已安装 状态。
